Project A,Project B,StarBased,AdjustedStarBased,StarTimeBased,ContributorBased,LanguageBased,BranchBased,ComplexityBased,SimilarityRating
facebook/react,neovim/neovim,4.127439233139336,19.93592393551054,2.7216174183514776,0.5524861878453038,23.809523809523807,2.1739130434782608,37.512413255263326,D
facebook/react,Dogfalo/materialize,7.372910436786118,23.84500745156483,3.311170212765958,0.5947842000915052,10.0,43.47826086956522,66.33051288386267,C
facebook/react,driftyco/ionic,8.374007467267806,28.007404914170316,5.287825982454033,0.5297708165380628,18.181818181818183,41.30434782608695,63.882926094733826,C
facebook/react,atom/atom,10.022251650856283,25.19818799546999,6.975280898876404,1.7534584544893823,27.27272727272727,54.11764705882353,74.89623776250059,C
facebook/react,chartjs/Chart.js,5.2418359331163735,29.557678921723724,5.373581674159709,0.44365572315882873,0.0,13.043478260869565,12.820945945945947,A
Microsoft/vscode,facebook/immutable-js,7.469155816453645,19.961691065809276,0.9138679460817912,0.41639557579700714,71.42857142857143,3.6585365853658534,3.082693877767091,C
Microsoft/vscode,callemall/material-ui,7.667320329925303,16.59001101250243,0.9957048028114017,0.867605633802817,14.285714285714285,2.4390243902439024,13.924164915322425,D
Microsoft/vscode,tensorflow/tensorflow,7.654350912427716,21.539061167815643,4.648269622257408,0.2899671370578001,33.33333333333333,19.51219512195122,54.49657011935197,D
Microsoft/vscode,facebook/react-native,9.311435230269277,20.73031107646586,3.607520564042303,0.9607428518893077,31.57894736842105,62.19512195121951,31.383416037008388,D
Microsoft/vscode,vuejs/vue,9.250228292758749,23.19553725853207,4.001260239445495,1.0904134484325307,42.857142857142854,23.170731707317074,10.758821047208784,C
Microsoft/vscode,electron/electron,8.69317919786014,19.069296914516944,7.462422634836428,1.6163359217716424,0.0,47.5609756097561,8.59161235759415,C
Microsoft/vscode,docker/docker,7.821913611763505,14.927772770456263,2.5130548302872064,0.9137609674046461,7.6923076923076925,9.75609756097561,44.51844345560255,D
Microsoft/vscode,apple/swift,7.996097610419888,15.373559718399065,5.419109491364284,0.02650586442250348,4.761904761904762,76.82926829268293,47.84558924975335,D
Microsoft/vscode,nylas/nylas-mail,1.1778185151237397,16.56461488881727,8.754863813229571,0.11178327196212519,0.0,3.6585365853658534,0.7959802994875876,C
Microsoft/vscode,nodejs/node,11.779343617088808,22.601154661275,4.666954084932097,1.8432937716626403,22.22222222222222,64.0625,35.023630555581754,C
Microsoft/vscode,Semantic-Org/Semantic-UI,6.8457212430426715,14.459343619887338,0.9739572305737878,0.6417668825161887,42.857142857142854,21.951219512195124,19.037958215729386,D
Microsoft/vscode,neovim/neovim,5.490839867968354,16.24638280281108,3.6259541984732824,0.3526693420892618,19.047619047619047,1.2195121951219512,54.77918638991697,B
Microsoft/vscode,Dogfalo/materialize,6.113498815893343,13.260614516282462,0.9564801530368245,0.6166791539392542,42.857142857142854,24.390243902439025,10.435445851995604,D
Microsoft/vscode,driftyco/ionic,6.373927030561778,14.271289128239651,1.580188679245283,0.9793309623215298,50.0,23.170731707317074,28.570978159653322,D
Microsoft/vscode,atom/atom,11.187816463955734,20.883778714282233,10.369765542983785,2.0770702377698824,62.5,96.47058823529412,24.150412230624674,A
Microsoft/vscode,chartjs/Chart.js,4.908292430896409,16.832247041700942,2.706766917293233,0.33400133600534404,0.0,7.317073170731707,3.7759315456942444,C
facebook/immutable-js,callemall/material-ui,13.87870422292197,29.347379942536598,1.6472416472416473,1.4416775884665793,20.0,66.66666666666666,31.14714710172122,C
facebook/immutable-js,tensorflow/tensorflow,4.770912566456263,21.854334838327176,0.7095158597662772,0.10430636268812397,38.46153846153847,18.75,6.532347489803384,B
facebook/immutable-js,facebook/react-native,11.294967002383544,37.38769553518493,4.318126372285923,1.1352040816326532,21.052631578947366,5.88235294117647,10.53210699208911,D
facebook/immutable-js,vuejs/vue,6.544296428204513,26.14584758516897,1.5698587127158554,0.31965903036760784,60.0,15.789473684210526,31.793098683316597,A
facebook/immutable-js,electron/electron,6.044159368447021,13.408126966753317,1.7006802721088436,0.8888888888888888,0.0,7.6923076923076925,10.647075854082223,C
facebook/immutable-js,docker/docker,7.460821233000608,20.69138505039449,1.0138858276394092,0.2702038811102923,9.090909090909092,37.5,8.695725886207306,D
facebook/immutable-js,apple/swift,5.218512270426839,14.95416609659324,0.8539188777066178,0.09433962264150944,5.263157894736842,4.761904761904762,6.4521062207153355,D
facebook/immutable-js,nylas/nylas-mail,1.2171943871567794,9.70029004189494,2.3255813953488373,0.33698399326032014,0.0,100.0,21.753908905506457,C
facebook/immutable-js,nodejs/node,11.569966975328628,32.594518173940806,2.056807051909892,0.8847891566265061,17.647058823529413,2.34375,9.035304350331117,A
facebook/immutable-js,Semantic-Org/Semantic-UI,8.68639006132038,19.89784284215807,1.4210405684162275,0.3869047619047619,60.0,16.666666666666664,18.051037395041483,C
facebook/immutable-js,neovim/neovim,5.397676496872207,10.923935510541547,0.6149479659413435,0.3249390739236393,15.0,33.33333333333333,10.833567028673624,D
facebook/immutable-js,Dogfalo/materialize,7.208887284685877,16.395311716149042,1.5577190542420027,0.17554125219426564,60.0,15.0,30.8023008561521,C
facebook/immutable-js,driftyco/ionic,8.399109916869595,18.246910202034023,1.2496875781054735,0.14417012074247612,66.66666666666666,15.789473684210526,10.701204781237877,C
facebook/immutable-js,atom/atom,7.165215134854604,20.14867514935924,1.244907197827071,0.6730769230769231,57.14285714285714,3.5294117647058822,15.30806737663336,C
facebook/immutable-js,chartjs/Chart.js,5.79295648272768,13.073467063215846,3.0977734753146176,0.1610305958132045,0.0,50.0,24.225955204216074,A
callemall/material-ui,tensorflow/tensorflow,5.580419063118377,19.547191811880545,1.3421706710853356,0.05444843732984864,7.6923076923076925,12.5,32.97083495992472,D
callemall/material-ui,facebook/react-native,12.191157347204161,31.579970201464015,2.923076923076923,1.6420682240250222,5.555555555555555,3.9215686274509802,39.81310554190842,D
callemall/material-ui,vuejs/vue,8.019938958062712,24.596748072812076,2.6863313141954173,0.467214435314967,33.33333333333333,10.526315789473683,76.79350349327066,C
callemall/material-ui,electron/electron,7.115806611453246,13.559264879446973,2.4123352399900524,0.7096880673378445,0.0,5.128205128205128,38.36498944796179,C
callemall/material-ui,docker/docker,6.903895132163979,15.540584310423009,1.4380992080033346,0.4534290572454185,0.0,25.0,29.503668431212446,D
callemall/material-ui,apple/swift,5.149613358735851,11.906458508777613,1.251360174102285,0.05667327854916407,0.0,3.1746031746031744,36.35730652313032,D
callemall/material-ui,nylas/nylas-mail,1.2938616104701428,13.986464711569448,12.672811059907835,0.10937927262783702,0.0,66.66666666666666,3.5543707653004555,C
callemall/material-ui,nodejs/node,10.46859704626385,23.90036924272851,2.8188101368749154,0.8112284316250322,6.666666666666667,1.5625,35.81021349072647,C
callemall/material-ui,Semantic-Org/Semantic-UI,11.092072595027451,20.548033944419252,6.147540983606557,0.7587515088808415,33.33333333333333,11.11111111111111,43.451844846307324,A
callemall/material-ui,neovim/neovim,4.307193886027579,10.717238528317488,1.0125361620057858,0.2638522427440633,0.0,50.0,46.27594991438876,D
callemall/material-ui,Dogfalo/materialize,12.877321806442277,23.061475675325514,17.359550561797754,1.167181599725369,33.33333333333333,10.0,68.47260972127259,A
callemall/material-ui,driftyco/ionic,9.36529713336703,17.462133961629082,2.4865073245952196,0.6646601454727866,20.0,10.526315789473683,46.90630741991969,C
callemall/material-ui,atom/atom,7.475002148812424,16.900952257563,1.609812188577999,0.7805240661587065,16.666666666666664,2.3529411764705883,53.324795307208745,C
callemall/material-ui,chartjs/Chart.js,6.166128371923759,17.15497057520724,4.5739579490962745,0.44570502431118314,0.0,33.33333333333333,16.861046317894036,C
tensorflow/tensorflow,facebook/react-native,9.450740660897416,20.85740501597227,2.883910386965377,0.24973512940820344,40.909090909090914,31.372549019607842,59.25754915123169,A
tensorflow/tensorflow,vuejs/vue,7.658478881079953,15.41262305871809,8.61348355442486,0.16539861065167052,23.076923076923077,84.21052631578947,24.213204433029087,B
tensorflow/tensorflow,electron/electron,6.207220759684091,22.262687573764964,6.891850954256286,0.11185682326621924,0.0,41.02564102564102,22.331415271222603,B
tensorflow/tensorflow,docker/docker,8.857888949972512,23.74887727136639,3.0449961210240497,0.5369127516778524,11.11111111111111,50.0,42.98484932795997,D
tensorflow/tensorflow,apple/swift,8.166832107375262,21.785180826506135,6.201953043839601,0.04705144291091593,27.27272727272727,25.396825396825395,64.36136778642575,D
tensorflow/tensorflow,nylas/nylas-mail,0.6910052786743885,19.110538188849503,7.251264755480608,0.06149116064565719,0.0,18.75,2.0689209284282666,D
tensorflow/tensorflow,nodejs/node,7.82413690377677,20.120446033367383,3.9555790586991013,0.19707207207207206,27.27272727272727,12.5,61.032789662386534,B
tensorflow/tensorflow,Semantic-Org/Semantic-UI,5.257855470239068,17.73512123438648,1.2774037631624375,0.10366275051831375,23.076923076923077,88.88888888888889,35.45386663131535,D
tensorflow/tensorflow,neovim/neovim,4.15360422056511,21.155436130632495,1.9540791402051783,0.2962009014810045,34.78260869565217,6.25,64.27303239544386,D
tensorflow/tensorflow,Dogfalo/materialize,4.360943250488437,15.217046643624949,0.8751823296520108,0.13745704467353953,23.076923076923077,80.0,22.87762491256367,D
tensorflow/tensorflow,driftyco/ionic,4.895955152122664,17.754964658364187,1.099526066350711,0.08282716731087797,28.57142857142857,84.21052631578947,58.55758950904254,A
tensorflow/tensorflow,atom/atom,7.480646956639064,20.092865232163078,3.9341675121181376,0.35910589959692196,26.666666666666668,18.823529411764707,55.540055846888535,D
tensorflow/tensorflow,chartjs/Chart.js,3.428124184711714,20.787192305258493,5.2663622526636225,0.025627883136852894,0.0,37.5,9.81444365423159,B
facebook/react-native,vuejs/vue,11.452308429446594,22.743492149799497,6.402689577885693,0.45862607338017175,16.666666666666664,37.254901960784316,33.58952630848323,D
facebook/react-native,electron/electron,8.205880555046152,22.633619962906764,6.0339690107270565,0.8535980148883374,0.0,76.47058823529412,20.11531069827034,C
facebook/react-native,docker/docker,9.10865738518163,19.66329656157159,2.588428203326306,0.41689447785675227,13.636363636363635,15.686274509803921,79.42937877067693,D
facebook/react-native,apple/swift,11.551619608522431,24.147920155705428,3.4395501405810687,0.06591957811470006,32.0,80.95238095238095,44.20473852135276,D
facebook/react-native,nylas/nylas-mail,0.9269214478871404,18.337093135675154,5.448154657293498,0.077780658542909,0.0,5.88235294117647,1.863607244773164,D
facebook/react-native,nodejs/node,13.666530638544641,27.08120531154239,7.614332861857615,1.105630209219255,37.5,39.84375,87.32892793936028,D
facebook/react-native,Semantic-Org/Semantic-UI,8.485265179354656,21.914033798677444,2.179379715004191,0.32421479229989864,16.666666666666664,35.294117647058826,58.97464846337438,D
facebook/react-native,neovim/neovim,4.159507731649819,16.13786688714345,1.3128402177393532,0.15581524763494714,50.0,1.9607843137254901,33.79644856889751,D
facebook/react-native,Dogfalo/materialize,7.1721603035333175,19.180644956717508,2.0499256075384364,0.3225481302288076,16.666666666666664,39.21568627450981,33.94100611707694,D
facebook/react-native,driftyco/ionic,10.301279097283631,27.839111410299562,4.134929270946682,0.9016530305560193,21.052631578947366,37.254901960784316,73.47362871938824,A
facebook/react-native,atom/atom,9.370653131868716,19.988674971687427,3.501416430594901,1.0166045408336157,26.31578947368421,60.0,72.73730613327285,D
facebook/react-native,chartjs/Chart.js,4.955714888232813,22.305891286464597,3.2056737588652484,0.2222963209958875,0.0,11.76470588235294,8.840486867392697,D
vuejs/vue,electron/electron,9.238302149875159,28.821446636317656,5.522405522405522,0.9254585226316675,0.0,48.717948717948715,44.12999420961204,C
vuejs/vue,docker/docker,6.283725622680279,15.63529167914143,2.6808071880983944,0.3621807091117042,11.11111111111111,42.10526315789473,26.35776252349426,D
vuejs/vue,apple/swift,5.754540048488176,14.235278142398045,3.815580286168521,0.02918855808523059,5.88235294117647,30.158730158730158,25.463935686188815,D
vuejs/vue,nylas/nylas-mail,0.9428850113796466,22.429906542056074,5.316091954022988,0.05625879043600562,0.0,15.789473684210526,5.2484828604231595,C
vuejs/vue,nodejs/node,11.913381286803974,26.821586653047326,9.496985084100286,1.0861031143679665,20.0,14.84375,29.491737773787243,A
vuejs/vue,Semantic-Org/Semantic-UI,8.848169182014997,25.900073475385742,2.7659574468085104,1.0743219443466008,50.0,94.73684210526315,60.580579237982825,C
vuejs/vue,neovim/neovim,3.344188376753507,15.17672591980157,1.634320735444331,0.3111387678904792,10.526315789473683,5.263157894736842,42.66500746420452,D
vuejs/vue,Dogfalo/materialize,6.856964915922774,20.94682436503155,2.649106872540115,0.5732152162584679,50.0,95.0,89.27485436768609,C
vuejs/vue,driftyco/ionic,6.702755178490402,21.380006731740156,2.5661209068010074,0.44371196754563896,60.0,100.0,36.764152435889415,C
vuejs/vue,atom/atom,7.561781542327919,18.400906002265003,4.123584441161989,0.9396729937981583,50.0,22.35294117647059,46.96654824800633,C
vuejs/vue,chartjs/Chart.js,5.979997812640508,31.139657027146743,6.421459053038,0.6218905472636816,0.0,31.57894736842105,24.897490569132362,A
electron/electron,docker/docker,5.322629462548463,12.453211937278704,4.332520985648524,0.4638577502899111,0.0,20.51282051282051,12.598482637875694,D
electron/electron,apple/swift,4.926535368175747,11.691114483223739,7.326218632823767,0.030376670716889428,0.0,61.904761904761905,26.571274713439497,D
electron/electron,nylas/nylas-mail,1.7044925331429106,17.692555591363195,10.018214936247723,0.3518029903254178,0.0,7.6923076923076925,4.632310364794441,C
electron/electron,nodejs/node,8.824114039073148,20.95767998651155,9.300080450522929,2.1943995691976306,0.0,30.46875,19.22734357604097,C
electron/electron,Semantic-Org/Semantic-UI,6.524563262794435,12.871353903220367,2.698454283468693,0.5200860832137733,0.0,46.15384615384615,41.66907932831499,C
electron/electron,neovim/neovim,3.4252068208678037,8.386730053741214,3.080714725816389,0.4915580252190639,0.0,2.564102564102564,44.35028248587571,D
electron/electron,Dogfalo/materialize,5.224060253808852,10.244478165570731,1.9420671494404211,0.35486160397444994,0.0,51.28205128205128,39.80891719745223,C
electron/electron,driftyco/ionic,5.359836720205875,10.183780138256617,3.741721854304636,0.6330749354005168,0.0,48.717948717948715,28.122455626119525,A
electron/electron,atom/atom,8.045791916145749,18.53313100657562,16.921397379912666,1.9509851033157135,0.0,45.88235294117647,23.82890651948948,C
electron/electron,chartjs/Chart.js,6.101204369339931,16.541163070303107,5.814843152257077,0.3401360544217687,0.0,15.384615384615385,21.97452229299363,C
docker/docker,apple/swift,7.52887459649209,14.126805002187881,4.303880013042061,0.0639386189258312,29.411764705882355,12.698412698412698,30.309159147497763,D
docker/docker,nylas/nylas-mail,0.7100181833925016,10.570415726716082,4.878048780487805,0.11326453561540396,0.0,37.5,1.1672016340822877,D
docker/docker,nodejs/node,10.336453388330913,19.50669031113977,5.242030696576151,1.2866571977608823,15.789473684210526,6.25,73.84800630164503,D
docker/docker,Semantic-Org/Semantic-UI,6.718563714145452,14.664462405094294,1.8580375782881002,0.31667491340920334,0.0,44.44444444444444,54.365121954611595,D
docker/docker,neovim/neovim,6.517681395506686,19.848077718065316,2.3691746940900806,0.8188666885031117,25.0,12.5,25.7579654273923,D
docker/docker,Dogfalo/materialize,5.383177044524737,12.141294352665124,1.0185427004439802,0.16714187395536328,0.0,40.0,27.28001652075082,D
docker/docker,driftyco/ionic,7.59622175141243,17.377987209693707,2.8471818710052292,0.37474541751527496,9.090909090909092,42.10526315789473,61.5875666988917,D
docker/docker,atom/atom,10.001381753319349,18.336749499090303,5.953278070836474,1.1896805239941184,8.333333333333332,9.411764705882353,55.81306520055909,D
docker/docker,chartjs/Chart.js,3.601854281465932,13.029171676264001,6.168042739193783,0.17323516673884798,0.0,75.0,5.5369127516778525,D
apple/swift,nylas/nylas-mail,0.692019419129546,10.473735095069287,7.076923076923077,0.11750881316098707,0.0,4.761904761904762,2.4617278252173245,D
apple/swift,nodejs/node,8.27583749955468,15.77196397048839,5.452719184961975,0.03985651654045436,30.434782608695656,49.21875,44.21528212274843,D
apple/swift,Semantic-Org/Semantic-UI,4.840249924967941,10.86211119275043,1.8883878241262684,0.06596306068601583,0.0,28.57142857142857,29.669467062697624,D
apple/swift,neovim/neovim,4.3745379876796715,13.760851591566764,2.1404431092752536,0.14097744360902253,43.47826086956522,1.5873015873015872,58.52577134071073,D
apple/swift,Dogfalo/materialize,4.153886359572508,9.57605352443162,0.9602649006622517,0.03242542153047989,0.0,31.746031746031743,23.43315019682638,D
apple/swift,driftyco/ionic,5.300957592339262,12.521036687983845,1.747311827956989,0.019168104274487254,5.263157894736842,30.158730158730158,55.66579621683756,D
apple/swift,atom/atom,8.307994114762138,15.347678369195922,4.7225501770956315,0.13705457263892348,5.0,74.11764705882354,48.718758208508,D
apple/swift,chartjs/Chart.js,3.3847479534683327,12.428019996203252,5.7026476578411405,0.13979496738117428,0.0,9.523809523809524,11.677821370874684,D
nylas/nylas-mail,nodejs/node,1.059108331652209,16.91911053818885,5.904761904761905,0.17506321727290408,0.0,2.34375,1.781340458695168,C
nylas/nylas-mail,Semantic-Org/Semantic-UI,1.11384389223419,12.697389622945538,3.0456852791878175,0.18999366687777072,0.0,16.666666666666664,5.558450581900296,C
nylas/nylas-mail,neovim/neovim,1.221601153984854,8.733483725427007,5.904059040590406,0.17722640673460346,0.0,33.33333333333333,4.108885464817668,D
nylas/nylas-mail,Dogfalo/materialize,1.1003122902256077,12.149532710280374,5.305039787798409,0.1869741352446245,0.0,15.0,5.818181818181818,C
nylas/nylas-mail,driftyco/ionic,0.8699661850599446,9.12020625201418,7.06713780918728,0.03741114852225963,0.0,15.789473684210526,2.6054388536069046,D
nylas/nylas-mail,atom/atom,1.1711557401618635,17.628101836932,8.775137111517367,0.30704986489805947,0.0,3.5294117647058822,2.207657813038979,C
